id_cliente,tipo_documento,numero_documento,nombre,apellido,direccion,ciudad,telefono,email,fecha_registro,estado_cliente
23,CC,92957308,Isabella,Rojas Arango,Calle 66 #113-102,Cartagena,33987245,isabella.rojasarango793@correo.com,2026-04-04,activo
24,CE,74239053,Carlos,Lopez Cardona,Calle 78 #58-42,Barranquilla,32469931,carlos.lopezcardona813@correo.com,2025-07-05,activo
25,NIT,70263388,Paula,Quintero Agudelo,Calle 28 #87-108,Bogota,36979453,paula.quinteroagudelo993@correo.com,2024-10-13,activo
26,CC,70686260,Maria,Torres Restrepo,Calle 44 #49-79,Medellin,32530715,maria.torresrestrepo170@correo.com,2024-07-26,activo
27,TI,81660511,Andres,Mejia Osorio,Calle 49 #33-51,Ibague,33112978,andres.mejiaosorio362@correo.com,2024-11-17,activo
28,CC,85207871,Julian,Vargas Vargas,Calle 54 #44-55,Medellin,39411092,julian.vargasvargas783@correo.com,2025-05-19,activo
29,NIT,43937617,Julian,Bedoya Torres,Calle 86 #21-19,Cartagena,33355671,julian.bedoyatorres216@correo.com,2025-03-18,activo
30,CC,80480962,Daniel,Gomez Vargas,Calle 29 #110-112,Medellin,34372612,daniel.gomezvargas478@correo.com,2024-05-15,activo
31,CC,79341869,Luisa,Molina Agudelo,Calle 39 #42-50,Bogota,34484667,luisa.molinaagudelo646@correo.com,2025-10-03,activo
32,CE,14015883,Maria,Martinez Perez,Calle 56 #108-21,Monteria,33079190,maria.martinezperez300@correo.com,2024-01-13,activo
33,CC,77297889,Sara,Martinez Lopez,Calle 32 #70-18,Bogota,37726774,sara.martinezlopez272@correo.com,2024-01-02,suspendido
34,CC,21452697,Camilo,Martinez Ortiz,Calle 110 #83-114,Monteria,34043364,camilo.martinezortiz774@correo.com,2026-01-15,activo
35,CE,14583283,Laura,Castaño Castro,Calle 97 #73-4,Cucuta,39687748,laura.castañocastro129@correo.com,2025-07-23,activo
36,CE,28935682,Paola,Lopez Ortiz,Calle 17 #71-27,Bogota,34750349,paola.lopezortiz336@correo.com,2026-03-20,inactivo
37,CC,16670441,Camilo,Quintero Martinez,Calle 80 #72-45,Bogota,33240845,camilo.quinteromartinez650@correo.com,2026-03-02,activo
38,CC,46089951,Juan,Bedoya Lopez,Calle 38 #24-44,Bogota,35492885,,2025-10-04,activo
39,CC,96154178,Jose,Bedoya Ramirez,Calle 107 #7-56,Medellin,35547373,jose.bedoyaramirez889@correo.com,2023-11-30,activo
40,CC,86968723,Ana,Mejia Morales,Calle 99 #40-115,Medellin,39638007,ana.mejiamorales450@correo.com,2025-07-11,activo
41,CC,42615460,Sebastian,Bedoya Rojas,Calle 5 #69-16,Monteria,35789559,,2026-01-21,activo
42,CC,53967470,Luisa,Arango Diaz,Calle 31 #101-6,Villavicencio,32109621,luisa.arangodiaz483@correo.com,2025-08-08,activo
43,CC,35420941,Sara,Gomez Rojas,Calle 109 #94-77,Bogota,33568597,sara.gomezrojas453@correo.com,2026-03-21,activo
44,CC,82311837,Tatiana,Restrepo Bedoya,Calle 61 #103-98,Villavicencio,38702188,tatiana.restrepobedoya773@correo.com,2024-11-02,activo
45,CE,47300305,Tatiana,Castro Quintero,Calle 94 #39-36,Pereira,32777454,,2026-01-27,activo
46,CC,91404180,Andrea,Mejia Quintero,Calle 24 #107-106,Bucaramanga,39744510,andrea.mejiaquintero625@correo.com,2026-03-09,activo
47,CC,91176333,Paula,Molina Garcia,Calle 70 #27-70,Medellin,35982754,paula.molinagarcia168@correo.com,2025-10-03,inactivo
48,CC,53808320,Andrea,Quintero Perez,Calle 6 #110-70,Bogota,36309083,,2024-08-02,activo
49,CC,26871511,Sebastian,Mejia Molina,Calle 26 #95-39,Santa Marta,33954278,sebastian.mejiamolina638@correo.com,2025-10-25,activo
50,NIT,14804526,Andres,Lopez Rodriguez,Calle 7 #41-92,Cucuta,33549779,,2024-04-30,activo
51,CC,76501966,Jorge,Giraldo Lopez,Calle 53 #66-81,Cartagena,38891877,jorge.giraldolopez162@correo.com,2025-06-10,activo
52,NIT,85009396,Nicolas,Perez Perez,Calle 51 #41-93,Manizales,34200284,nicolas.perezperez360@correo.com,2025-12-12,activo
53,CE,63290044,Alejandra,Quintero Mejia,Calle 105 #16-42,Medellin,38281685,alejandra.quinteromejia761@correo.com,2024-08-14,activo
54,NIT,38320615,Sofia,Osorio Bedoya,Calle 37 #23-10,Bogota,33654389,sofia.osoriobedoya477@correo.com,2024-10-25,activo
55,CC,15811648,Luis,Morales Quintero,Calle 38 #106-107,Cali,36183099,luis.moralesquintero517@correo.com,2025-10-21,activo
56,CC,62966232,Luis,Hernandez Vargas,Calle 10 #80-23,Cucuta,37592620,luis.hernandezvargas182@correo.com,2024-12-12,activo
57,CC,53925462,Luisa,Rojas Sanchez,Calle 27 #27-7,Pereira,34740101,luisa.rojassanchez373@correo.com,2024-03-16,activo
58,CC,67954373,Carolina,Arango Jimenez,Calle 27 #101-23,Cali,31207559,carolina.arangojimenez486@correo.com,2024-04-02,activo
59,CC,97336642,Jose,Quintero Perez,Calle 19 #13-38,Cucuta,37001590,jose.quinteroperez729@correo.com,2024-04-01,activo
60,CE,76643624,Luis,Quintero Cardona,Calle 109 #108-9,Cali,39374765,luis.quinterocardona580@correo.com,2026-03-08,activo
61,CC,88969672,Alejandra,Mejia Ramirez,Calle 30 #48-117,Monteria,33489614,alejandra.mejiaramirez673@correo.com,2025-10-24,activo
62,CC,40604602,Valentina,Diaz Quintero,Calle 54 #49-73,Cali,34560022,valentina.diazquintero725@correo.com,2025-08-11,activo
63,CC,97130833,Carlos,Restrepo Hernandez,Calle 11 #85-78,Bogota,39083531,carlos.restrepohernandez600@correo.com,2024-08-10,activo
64,CE,81286766,Felipe,Agudelo Martinez,Calle 32 #34-103,Bogota,31992852,felipe.agudelomartinez138@correo.com,2025-05-26,activo
65,CC,50588165,Maria,Ortiz Molina,Calle 88 #55-94,Bogota,33717185,maria.ortizmolina638@correo.com,2026-03-26,inactivo
66,NIT,40734497,Andrea,Osorio Quintero,Calle 97 #45-81,Bogota,34331347,andrea.osorioquintero997@correo.com,2026-04-07,activo
67,CC,53377263,Sebastian,Sanchez Garcia,Calle 90 #4-59,Barranquilla,36454044,sebastian.sanchezgarcia344@correo.com,2025-10-22,activo
68,TI,66797644,Jorge,Morales Molina,Calle 109 #62-1,Pasto,37989474,jorge.moralesmolina652@correo.com,2024-01-13,activo
69,CC,74801525,Diana,Rodriguez Ramirez,Calle 91 #29-97,Cali,31760200,diana.rodriguezramirez934@correo.com,2023-12-15,activo
70,CC,29036490,Isabella,Castro Jimenez,Calle 60 #45-79,Medellin,31508343,isabella.castrojimenez294@correo.com,2025-10-02,activo
71,CE,32901733,Sebastian,Arango Torres,Calle 82 #83-80,Cali,33084963,sebastian.arangotorres63@correo.com,2025-06-11,activo
72,CC,22167356,Sofia,Hernandez Diaz,Calle 119 #79-114,Bogota,36855267,sofia.hernandezdiaz980@correo.com,2026-01-15,activo
73,CC,17104836,Sebastian,Diaz Gomez,Calle 85 #110-63,Pasto,31389493,sebastian.diazgomez130@correo.com,2024-12-15,activo
74,CC,24161924,Manuela,Rojas Gomez,Calle 30 #95-87,Ibague,37159265,manuela.rojasgomez757@correo.com,2025-09-19,suspendido
75,CC,69184326,Valentina,Molina Agudelo,Calle 90 #69-101,Pereira,31120440,valentina.molinaagudelo378@correo.com,2026-01-21,activo
76,CE,21311014,Ana,Molina Castro,Calle 41 #64-78,Bogota,32777573,ana.molinacastro287@correo.com,2026-01-31,activo
77,CC,47865201,Luis,Martinez Molina,Calle 53 #116-40,Bogota,35098200,luis.martinezmolina861@correo.com,2026-01-05,activo
78,CC,35031368,Tatiana,Castro Gomez,Calle 69 #44-70,Medellin,37062097,tatiana.castrogomez847@correo.com,2025-11-21,activo
79,NIT,87469973,Kevin,Lopez Vargas,Calle 19 #29-85,Barranquilla,33436829,kevin.lopezvargas270@correo.com,2025-01-31,activo
80,CC,43248401,Sebastian,Ortiz Ramirez,Calle 21 #16-64,Santa Marta,39686758,sebastian.ortizramirez295@correo.com,2024-09-10,activo
81,CC,20983957,Diana,Quintero Ortiz,Calle 12 #114-36,Cartagena,35662682,diana.quinteroortiz946@correo.com,2024-09-13,inactivo
82,CE,80754814,Carlos,Perez Garcia,Calle 99 #25-117,Bogota,31169871,carlos.perezgarcia686@correo.com,2025-10-08,activo
83,CC,10676837,Mateo,Morales Gomez,Calle 87 #86-69,Bogota,35324859,mateo.moralesgomez663@correo.com,2023-12-07,activo
84,NIT,17530770,David,Bedoya Vargas,Calle 83 #92-12,Medellin,35502303,david.bedoyavargas726@correo.com,2023-12-05,activo
85,CC,29599965,Tatiana,Bedoya Agudelo,Calle 15 #27-108,Cali,37225017,tatiana.bedoyaagudelo465@correo.com,2024-04-05,activo
86,CC,69286340,Laura,Torres Agudelo,Calle 112 #68-5,Bogota,34978608,laura.torresagudelo137@correo.com,2024-12-16,suspendido
87,CE,84473887,Alejandra,Garcia Vargas,Calle 46 #90-76,Bogota,36431817,alejandra.garciavargas974@correo.com,2024-08-22,suspendido
88,NIT,95460043,Valentina,Quintero Bedoya,Calle 66 #57-53,Bucaramanga,38648038,valentina.quinterobedoya398@correo.com,2023-11-15,activo
89,NIT,16185558,Carlos,Perez Quintero,Calle 17 #49-14,Bogota,35280271,carlos.perezquintero618@correo.com,2025-03-25,activo
90,CC,92509338,Isabella,Morales Morales,Calle 65 #78-24,Bogota,36345685,isabella.moralesmorales814@correo.com,2024-10-31,inactivo
91,CC,27914836,Sofia,Rodriguez Arango,Calle 19 #64-11,Cartagena,39160279,sofia.rodriguezarango571@correo.com,2025-06-05,activo
92,CC,45837962,Jose,Lopez Hernandez,Calle 72 #118-78,Pereira,36575808,jose.lopezhernandez952@correo.com,2024-06-17,activo
93,CC,44150451,Ana,Lopez Bedoya,Calle 7 #106-15,Pereira,33374712,ana.lopezbedoya693@correo.com,2025-06-01,activo
94,CC,66014837,Catalina,Lopez Torres,Calle 53 #87-31,Bogota,32598387,catalina.lopeztorres737@correo.com,2025-04-15,activo
95,CC,81955985,Daniel,Rodriguez Perez,Calle 64 #45-118,Bogota,31245023,daniel.rodriguezperez190@correo.com,2025-10-11,activo
96,CC,66472682,Paula,Agudelo Rodriguez,Calle 65 #15-17,Bogota,31387226,paula.agudelorodriguez650@correo.com,2024-12-12,activo
97,CC,89567983,Carolina,Morales Rodriguez,Calle 39 #51-71,Bucaramanga,33117500,carolina.moralesrodriguez828@correo.com,2026-01-21,activo
98,CC,88419618,Felipe,Agudelo Osorio,Calle 13 #107-85,Cucuta,39621832,felipe.agudeloosorio866@correo.com,2024-08-03,activo
99,NIT,11061839,Nicolas,Martinez Martinez,Calle 22 #21-107,Bogota,31364074,nicolas.martinezmartinez671@correo.com,2024-07-28,inactivo
100,CC,50981920,Nicolas,Ortiz Mejia,Calle 73 #28-31,Manizales,33846461,nicolas.ortizmejia339@correo.com,2024-07-13,activo
101,NIT,94664577,Andres,Martinez Agudelo,Calle 103 #69-30,Pereira,38917469,andres.martinezagudelo602@correo.com,2023-11-10,activo
102,TI,89425829,Natalia,Sanchez Hernandez,Calle 18 #60-90,Bogota,36091149,natalia.sanchezhernandez591@correo.com,2025-06-25,activo
103,CC,59318738,Sebastian,Molina Osorio,Calle 102 #27-90,Bogota,32787873,sebastian.molinaosorio272@correo.com,2024-07-02,activo
104,CC,35480128,Paola,Rojas Mejia,Calle 116 #61-2,Bogota,32591125,paola.rojasmejia794@correo.com,2023-12-07,activo
105,CC,14266296,Andres,Castro Mejia,Calle 96 #59-72,Bogota,32430277,andres.castromejia235@correo.com,2024-10-13,activo
106,CC,73224293,Andres,Quintero Torres,Calle 58 #76-39,Santa Marta,38293837,andres.quinterotorres463@correo.com,2024-02-13,suspendido
107,CC,26328187,Juan,Perez Vargas,Calle 101 #45-72,Cartagena,37301785,juan.perezvargas144@correo.com,2025-02-15,activo
108,CC,53335240,Tatiana,Restrepo Diaz,Calle 105 #96-91,Medellin,39592225,tatiana.restrepodiaz14@correo.com,2025-05-04,activo
109,CC,75627643,Manuela,Diaz Morales,Calle 74 #22-58,Bogota,37273881,manuela.diazmorales981@correo.com,2026-01-15,activo
110,CC,79396326,Kevin,Quintero Bedoya,Calle 23 #19-82,Bogota,38735820,kevin.quinterobedoya207@correo.com,2026-01-10,activo
111,CC,80885692,Santiago,Rodriguez Castaño,Calle 62 #91-74,Medellin,36160502,santiago.rodriguezcastaño854@correo.com,2025-02-15,activo
112,CC,16252099,Valentina,Quintero Castro,Calle 54 #70-27,Medellin,37870196,valentina.quinterocastro818@correo.com,2023-11-24,activo
113,CC,83379636,Carlos,Gomez Giraldo,Calle 36 #95-102,Medellin,39629736,carlos.gomezgiraldo436@correo.com,2024-10-17,activo
114,CC,79176296,Natalia,Sanchez Castaño,Calle 108 #65-76,Armenia,31972406,,2023-12-02,activo
115,TI,22329655,Luisa,Ortiz Rodriguez,Calle 92 #16-92,Medellin,39587509,luisa.ortizrodriguez212@correo.com,2025-12-11,activo
116,NIT,48418061,Paula,Osorio Castro,Calle 23 #119-48,Santa Marta,33173436,paula.osoriocastro121@correo.com,2026-03-28,activo
117,CC,55725255,Jose,Hernandez Castro,Calle 111 #88-57,Medellin,35448424,jose.hernandezcastro400@correo.com,2025-10-19,activo
118,CC,20299642,Carolina,Morales Jimenez,Calle 83 #104-53,Cartagena,37813120,carolina.moralesjimenez272@correo.com,2024-12-06,activo
119,CC,90881488,Laura,Molina Castaño,Calle 47 #106-38,Ibague,38482034,laura.molinacastaño793@correo.com,2024-04-02,activo
120,TI,20857134,Catalina,Jimenez Ortiz,Calle 23 #94-80,Medellin,39295608,catalina.jimenezortiz493@correo.com,2024-10-16,suspendido
121,CC,50382110,Paula,Gomez Agudelo,Calle 10 #76-67,Cali,34571674,paula.gomezagudelo470@correo.com,2024-08-04,activo
122,NIT,46781894,David,Rojas Restrepo,Calle 61 #35-63,Cartagena,34682612,david.rojasrestrepo804@correo.com,2026-03-19,activo
123,CC,84462828,Sebastian,Ortiz Rojas,Calle 66 #101-118,Barranquilla,32838787,sebastian.ortizrojas557@correo.com,2024-01-06,activo
124,NIT,40555906,Juan,Castaño Lopez,Calle 17 #15-37,Cali,35717529,juan.castañolopez697@correo.com,2025-09-25,activo
125,TI,12616377,Daniel,Martinez Gomez,Calle 102 #6-79,Medellin,36205135,daniel.martinezgomez169@correo.com,2024-10-06,activo
126,CC,17019643,Laura,Ramirez Torres,Calle 92 #69-33,Bogota,34612529,laura.ramireztorres283@correo.com,2024-07-07,activo
127,NIT,48098673,Luisa,Molina Perez,Calle 5 #82-111,Medellin,33402913,luisa.molinaperez244@correo.com,2024-04-07,activo
128,CE,85800757,Carolina,Gomez Castaño,Calle 88 #35-1,Barranquilla,34183332,carolina.gomezcastaño833@correo.com,2023-10-31,activo
129,CC,70973314,Carlos,Sanchez Ortiz,Calle 97 #85-77,Medellin,38769332,carlos.sanchezortiz193@correo.com,2024-03-29,activo
130,CC,85118513,Jorge,Castaño Rojas,Calle 113 #104-92,Cartagena,39498373,,2024-11-18,inactivo
131,CC,12915633,Carolina,Quintero Sanchez,Calle 36 #46-61,Medellin,37686403,carolina.quinterosanchez12@correo.com,2025-01-23,activo
132,CC,11891358,Maria,Perez Sanchez,Calle 28 #98-105,Bogota,37548584,maria.perezsanchez145@correo.com,2024-08-14,activo
133,CC,35790096,Jorge,Ramirez Restrepo,Calle 28 #12-61,Bogota,35044746,jorge.ramirezrestrepo180@correo.com,2025-09-10,activo
134,CC,98096341,Luisa,Agudelo Garcia,Calle 40 #82-30,Barranquilla,34710680,luisa.agudelogarcia697@correo.com,2024-03-31,activo
135,CC,95668587,Laura,Perez Arango,Calle 46 #22-51,Armenia,38616312,laura.perezarango79@correo.com,2025-03-25,activo
136,CC,17652662,Julian,Lopez Martinez,Calle 69 #19-113,Cali,32859021,julian.lopezmartinez695@correo.com,2023-12-05,activo
137,NIT,30888730,Paula,Vargas Mejia,Calle 74 #74-40,Cali,39020115,paula.vargasmejia332@correo.com,2024-06-21,activo
138,CE,62718070,Nicolas,Sanchez Vargas,Calle 67 #103-64,Medellin,35268729,nicolas.sanchezvargas944@correo.com,2025-04-12,activo
139,CC,33619856,Ana,Arango Martinez,Calle 55 #67-59,Cali,33867306,ana.arangomartinez335@correo.com,2026-02-16,activo
140,CC,10249519,Miguel,Garcia Giraldo,Calle 3 #49-76,Bogota,31030427,miguel.garciagiraldo8@correo.com,2024-11-20,activo
141,NIT,92387239,Valentina,Rojas Castro,Calle 4 #70-5,Cali,32889366,valentina.rojascastro416@correo.com,2025-09-21,activo
142,CC,44168838,Sebastian,Torres Agudelo,Calle 8 #109-17,Medellin,33929995,sebastian.torresagudelo538@correo.com,2024-03-11,activo
143,CC,85421150,Kevin,Castaño Cardona,Calle 38 #77-64,Medellin,37097303,kevin.castañocardona572@correo.com,2024-01-19,activo
144,CC,59381894,Laura,Lopez Ramirez,Calle 61 #9-36,Villavicencio,37846971,laura.lopezramirez96@correo.com,2025-02-03,activo
145,CE,97369097,Catalina,Sanchez Torres,Calle 42 #32-32,Manizales,31588962,catalina.sancheztorres560@correo.com,2025-03-12,activo
146,CC,60304699,Alejandra,Cardona Jimenez,Calle 87 #29-26,Pasto,37844807,alejandra.cardonajimenez134@correo.com,2024-02-23,activo
147,CC,81602704,Sebastian,Molina Osorio,Calle 62 #117-64,Bogota,32149140,sebastian.molinaosorio186@correo.com,2025-10-04,activo
148,CC,30739139,Ana,Ramirez Cardona,Calle 49 #67-24,Medellin,32443548,ana.ramirezcardona899@correo.com,2023-11-07,activo
149,CC,68475834,Valentina,Ramirez Agudelo,Calle 5 #71-68,Medellin,31419196,valentina.ramirezagudelo332@correo.com,2024-12-28,activo
150,CC,38329437,Juan,Giraldo Perez,Calle 70 #118-32,Armenia,32115925,juan.giraldoperez209@correo.com,2025-10-28,activo
151,CC,65263422,Valentina,Rojas Lopez,Calle 86 #5-75,Barranquilla,31713796,valentina.rojaslopez553@correo.com,2025-10-25,activo
152,CC,21345793,Maria,Quintero Ramirez,Calle 33 #60-43,Pereira,37896711,maria.quinteroramirez300@correo.com,2024-01-24,activo
153,CC,61238200,Luis,Ramirez Molina,Calle 46 #82-26,Bogota,34396675,luis.ramirezmolina599@correo.com,2024-11-21,activo
154,CC,35717696,Maria,Garcia Morales,Calle 100 #40-116,Pasto,36078298,maria.garciamorales911@correo.com,2025-12-19,activo
155,CC,26781795,Luis,Gomez Gomez,Calle 23 #73-6,Santa Marta,31202816,luis.gomezgomez858@correo.com,2026-04-01,activo
156,NIT,64533251,Juan,Restrepo Morales,Calle 47 #66-33,Medellin,37552880,,2024-10-10,inactivo
157,CC,45692761,David,Hernandez Ramirez,Calle 87 #31-106,Medellin,38630303,david.hernandezramirez109@correo.com,2025-07-27,inactivo
158,CC,94027575,Kevin,Arango Torres,Calle 92 #70-102,Cali,35002979,kevin.arangotorres168@correo.com,2025-06-16,inactivo
159,CC,15394531,Julian,Osorio Mejia,Calle 88 #2-97,Bogota,34186792,julian.osoriomejia511@correo.com,2025-01-11,activo
160,CC,49750061,Daniel,Diaz Gomez,Calle 22 #91-109,Barranquilla,32153769,daniel.diazgomez628@correo.com,2025-03-15,activo
161,CC,97255430,Laura,Vargas Martinez,Calle 86 #60-114,Barranquilla,31618873,laura.vargasmartinez925@correo.com,2025-06-04,activo
162,CC,64229418,Valentina,Ortiz Torres,Calle 30 #64-23,Medellin,38033483,valentina.ortiztorres609@correo.com,2023-11-07,activo
163,TI,17580361,Luis,Quintero Rojas,Calle 81 #21-61,Manizales,33686984,luis.quinterorojas130@correo.com,2025-08-11,activo
164,NIT,73212337,Tatiana,Quintero Agudelo,Calle 103 #116-101,Bogota,36968075,tatiana.quinteroagudelo442@correo.com,2024-07-25,activo
165,NIT,66830437,Julian,Gomez Perez,Calle 76 #50-78,Cali,36045880,julian.gomezperez689@correo.com,2025-07-13,activo
166,CC,48379494,Jose,Perez Osorio,Calle 53 #14-93,Barranquilla,38679865,jose.perezosorio680@correo.com,2025-05-19,activo
167,CC,98080614,Paula,Ortiz Agudelo,Calle 44 #98-113,Bucaramanga,37779502,,2024-09-02,suspendido
168,CC,34755242,Santiago,Hernandez Hernandez,Calle 52 #116-93,Bogota,32963349,,2024-08-06,inactivo
169,CC,82937997,Nicolas,Garcia Bedoya,Calle 25 #112-15,Medellin,36336295,nicolas.garciabedoya414@correo.com,2024-09-14,activo
170,CC,85120420,Carlos,Osorio Ortiz,Calle 29 #50-118,Cali,31152437,carlos.osorioortiz257@correo.com,2024-12-02,activo
171,CC,48063980,Nicolas,Castaño Cardona,Calle 44 #59-22,Bogota,39924758,,2025-10-08,suspendido
172,CC,81768028,Carlos,Castro Osorio,Calle 57 #19-36,Medellin,38341729,carlos.castroosorio200@correo.com,2024-07-21,activo
173,NIT,21701053,Alejandra,Rojas Morales,Calle 35 #4-3,Pereira,39286987,alejandra.rojasmorales18@correo.com,2024-11-06,inactivo
174,CC,30947509,Isabella,Diaz Arango,Calle 42 #40-108,Medellin,32287352,isabella.diazarango196@correo.com,2024-07-25,activo
175,TI,51299524,Daniel,Osorio Molina,Calle 42 #44-98,Cali,37948033,daniel.osoriomolina773@correo.com,2024-06-18,activo
176,TI,65274977,Manuela,Lopez Gomez,Calle 53 #112-14,Cartagena,39221919,manuela.lopezgomez463@correo.com,2025-10-17,activo
177,CC,57449748,Sofia,Martinez Sanchez,Calle 110 #99-85,Medellin,31568481,sofia.martinezsanchez661@correo.com,2025-05-17,activo
178,CE,83636584,Juan,Lopez Perez,Calle 34 #25-16,Barranquilla,31939212,juan.lopezperez534@correo.com,2025-05-08,activo
179,TI,25705375,Ana,Jimenez Rojas,Calle 35 #54-86,Monteria,36856856,ana.jimenezrojas948@correo.com,2024-03-02,activo
180,CC,29757498,Andres,Torres Arango,Calle 102 #80-26,Bucaramanga,35137095,andres.torresarango280@correo.com,2024-07-13,activo
181,CC,24177464,Luisa,Diaz Ortiz,Calle 80 #59-12,Bogota,33853818,luisa.diazortiz57@correo.com,2024-12-20,activo
182,NIT,71387554,Nicolas,Osorio Arango,Calle 60 #71-21,Bogota,32361977,nicolas.osorioarango37@correo.com,2025-04-19,suspendido
183,TI,75472318,Yuliana,Ramirez Cardona,Calle 56 #35-81,Cali,36607490,,2026-03-16,activo
184,CC,32732339,Paula,Rodriguez Giraldo,Calle 94 #52-43,Manizales,39980385,paula.rodriguezgiraldo559@correo.com,2024-04-22,activo
185,NIT,58489900,Sofia,Restrepo Molina,Calle 56 #103-98,Ibague,31174293,sofia.restrepomolina587@correo.com,2025-05-28,activo
186,CE,34643829,Maria,Ramirez Rojas,Calle 89 #67-109,Armenia,35239760,maria.ramirezrojas680@correo.com,2023-12-04,activo
187,CC,81181328,Ana,Ortiz Mejia,Calle 86 #14-92,Armenia,35028876,ana.ortizmejia833@correo.com,2024-08-25,activo
188,CE,47929422,Sofia,Jimenez Ramirez,Calle 3 #80-26,Cali,38417727,sofia.jimenezramirez86@correo.com,2025-04-25,activo
189,CE,29109064,Natalia,Garcia Bedoya,Calle 6 #80-102,Medellin,39084725,natalia.garciabedoya225@correo.com,2025-08-20,activo
190,CE,11954367,Carolina,Arango Rojas,Calle 95 #39-60,Ibague,35044931,carolina.arangorojas379@correo.com,2024-11-23,activo
191,CC,43076070,Catalina,Mejia Quintero,Calle 83 #73-51,Bogota,32987322,catalina.mejiaquintero861@correo.com,2026-03-26,inactivo
192,CC,19959129,Luis,Bedoya Sanchez,Calle 118 #34-32,Bogota,31854090,luis.bedoyasanchez823@correo.com,2024-02-23,activo
193,CE,95190145,Juan,Garcia Osorio,Calle 91 #108-64,Villavicencio,32585712,juan.garciaosorio436@correo.com,2025-03-22,activo
194,CC,50885140,Valentina,Rodriguez Torres,Calle 84 #8-71,Cali,34614369,valentina.rodrigueztorres739@correo.com,2023-12-02,activo
195,CC,30182124,Jose,Torres Molina,Calle 44 #62-72,Medellin,39798142,jose.torresmolina29@correo.com,2025-10-26,activo
196,CC,34036432,Nicolas,Rodriguez Gomez,Calle 62 #6-81,Barranquilla,34452936,nicolas.rodriguezgomez418@correo.com,2026-01-02,activo
197,NIT,17244272,Laura,Castaño Rojas,Calle 41 #71-85,Medellin,32401547,laura.castañorojas123@correo.com,2024-04-23,activo
198,CC,46789247,Andrea,Martinez Morales,Calle 102 #86-3,Bogota,36132664,andrea.martinezmorales396@correo.com,2023-11-20,activo
199,CC,93478258,Valentina,Ramirez Arango,Calle 23 #81-57,Bogota,36439343,valentina.ramirezarango880@correo.com,2025-02-20,activo
200,CC,61214444,Tatiana,Sanchez Garcia,Calle 55 #113-101,Bogota,38358443,tatiana.sanchezgarcia816@correo.com,2025-11-20,activo
