id_agente,nombre,apellido,documento,cargo,telefono,email,fecha_ingreso,estado_agente,id_equipo,id_departamento
31,Laura,Castro Arango,73692990,asesor_comercial,3485258927,agente31@empresa.com,2021-05-20,activo,10,4
32,Sofia,Lopez Martinez,60435643,asesor_servicio,3505656002,agente32@empresa.com,2021-10-19,activo,4,2
33,Andres,Torres Ramirez,34270801,asesor_servicio,3931618336,agente33@empresa.com,2022-06-19,activo,4,2
34,Andres,Cardona Jimenez,10122816,asesor_servicio,3378058521,agente34@empresa.com,2026-05-12,activo,4,2
35,Carlos,Martinez Bedoya,73582437,asesor_comercial,3192733966,agente35@empresa.com,2024-09-19,activo,9,4
36,Ana,Vargas Vargas,20743644,asesor_servicio,3313551421,agente36@empresa.com,2023-10-31,activo,12,5
37,Luisa,Hernandez Ramirez,76345911,asesor_comercial,3350163970,agente37@empresa.com,2025-06-03,inactivo,9,4
38,Sofia,Hernandez Morales,80501281,asesor_servicio,3329179851,agente38@empresa.com,2025-07-07,vacaciones,1,1
39,Maria,Sanchez Morales,30565523,asesor_comercial,3774781589,agente39@empresa.com,2024-05-08,activo,7,3
40,Natalia,Osorio Castro,69279522,asesor_servicio,3052795993,agente40@empresa.com,2021-07-26,activo,2,1
41,Natalia,Bedoya Diaz,53550021,asesor_servicio,3308877766,agente41@empresa.com,2021-04-25,inactivo,3,1
42,Isabella,Ortiz Diaz,61080569,asesor_servicio,3994020399,agente42@empresa.com,2022-09-24,inactivo,1,1
43,Felipe,Vargas Castro,78270922,asesor_comercial,3111245989,agente43@empresa.com,2022-11-12,activo,9,4
44,Nicolas,Restrepo Mejia,31257554,asesor_comercial,3411373413,agente44@empresa.com,2025-03-03,inactivo,8,3
45,Felipe,Osorio Garcia,36894228,asesor_servicio,3993981102,agente45@empresa.com,2025-01-22,vacaciones,2,1
46,Felipe,Giraldo Torres,80821892,asesor_comercial,3045119049,agente46@empresa.com,2021-05-19,activo,9,4
47,Paula,Castano Castro,13383657,asesor_servicio,3209263428,agente47@empresa.com,2026-05-01,vacaciones,2,1
48,Yuliana,Torres Arango,33784008,asesor_servicio,3721480733,agente48@empresa.com,2022-11-23,activo,4,2
49,Daniel,Rojas Jimenez,97544035,asesor_servicio,3383595907,agente49@empresa.com,2022-03-31,activo,1,1
50,Tatiana,Rodriguez Arango,53019805,asesor_comercial,3432594075,agente50@empresa.com,2022-05-31,activo,7,3
51,Santiago,Diaz Osorio,60725538,asesor_comercial,3352068401,agente51@empresa.com,2022-10-15,activo,8,3
52,Andres,Diaz Osorio,16750687,asesor_servicio,3560261913,agente52@empresa.com,2026-03-27,activo,4,2
53,Camilo,Rojas Restrepo,42161722,asesor_comercial,3553138539,agente53@empresa.com,2023-03-16,vacaciones,9,4
54,Andrea,Castano Castano,75566784,asesor_servicio,3911765813,agente54@empresa.com,2022-04-28,activo,5,2
55,Yuliana,Rojas Gomez,16851044,asesor_servicio,3469693805,agente55@empresa.com,2026-03-11,activo,6,2
56,Carolina,Diaz Rojas,10166010,asesor_servicio,3559252179,agente56@empresa.com,2024-03-06,activo,6,2
57,Ana,Perez Bedoya,72209861,asesor_comercial,3080645188,agente57@empresa.com,2024-01-21,activo,7,3
58,Sofia,Bedoya Torres,94748943,asesor_servicio,3938658289,agente58@empresa.com,2025-04-17,activo,3,1
59,Andres,Sanchez Restrepo,40350678,asesor_servicio,3176041687,agente59@empresa.com,2023-01-16,activo,12,5
60,Daniel,Diaz Hernandez,42376154,asesor_servicio,3965563570,agente60@empresa.com,2022-04-09,vacaciones,1,1
61,Kevin,Rodriguez Restrepo,83808877,asesor_comercial,3846586269,agente61@empresa.com,2023-01-17,vacaciones,7,3
62,Jose,Arango Bedoya,67654916,asesor_servicio,3092923943,agente62@empresa.com,2026-02-16,activo,3,1
63,Catalina,Perez Ortiz,13227257,asesor_comercial,3116690361,agente63@empresa.com,2023-02-26,activo,9,4
64,Juan,Garcia Ortiz,66265300,asesor_servicio,3089354285,agente64@empresa.com,2025-03-26,activo,1,1
65,Sebastian,Molina Restrepo,70205955,asesor_servicio,3990184296,agente65@empresa.com,2022-11-10,activo,6,2
66,Catalina,Giraldo Castano,71011259,asesor_comercial,3695020244,agente66@empresa.com,2024-09-24,vacaciones,9,4
67,Diana,Torres Vargas,33061197,asesor_servicio,3805749435,agente67@empresa.com,2025-10-22,activo,12,5
68,Tatiana,Jimenez Lopez,70151851,asesor_comercial,3169217565,agente68@empresa.com,2024-08-01,activo,7,3
69,Maria,Castro Rojas,15477033,asesor_servicio,3608996671,agente69@empresa.com,2024-01-02,vacaciones,6,2
70,Felipe,Agudelo Rodriguez,85815423,asesor_servicio,3132614376,agente70@empresa.com,2021-05-30,activo,5,2
71,Miguel,Martinez Martinez,65879335,asesor_servicio,3455299382,agente71@empresa.com,2023-06-28,activo,6,2
72,Andrea,Castano Arango,45505796,asesor_servicio,3614041217,agente72@empresa.com,2023-05-31,activo,6,2
73,David,Perez Morales,98622567,asesor_servicio,3396010102,agente73@empresa.com,2025-09-13,activo,4,2
74,Mateo,Sanchez Perez,73787179,asesor_comercial,3322922108,agente74@empresa.com,2022-03-30,activo,7,3
75,Manuela,Morales Gomez,82598426,asesor_servicio,3477495831,agente75@empresa.com,2022-06-21,activo,1,1
76,Catalina,Diaz Hernandez,38899138,asesor_servicio,3861087597,agente76@empresa.com,2025-08-01,inactivo,1,1
77,Nicolas,Perez Rodriguez,82301153,asesor_servicio,3362372216,agente77@empresa.com,2023-05-21,activo,6,2
78,Sara,Quintero Perez,76076944,asesor_comercial,3002291205,agente78@empresa.com,2021-10-27,activo,10,4
79,Paola,Castano Gomez,21243777,asesor_servicio,3419322378,agente79@empresa.com,2024-12-12,vacaciones,2,1
80,Sara,Torres Martinez,45854936,asesor_comercial,3326579810,agente80@empresa.com,2025-10-25,vacaciones,8,3
81,Santiago,Cardona Vargas,76166857,asesor_servicio,3896089553,agente81@empresa.com,2024-09-12,inactivo,1,1
82,Luis,Martinez Ramirez,50834991,asesor_comercial,3068409775,agente82@empresa.com,2022-07-26,activo,7,3
83,Miguel,Castro Diaz,69816997,asesor_servicio,3356938762,agente83@empresa.com,2024-03-18,vacaciones,5,2
84,Laura,Rojas Osorio,53173055,asesor_servicio,3622188227,agente84@empresa.com,2024-12-05,activo,5,2
85,Sofia,Arango Molina,55194458,asesor_servicio,3479892626,agente85@empresa.com,2023-07-26,activo,2,1
86,Catalina,Vargas Giraldo,99700046,asesor_servicio,3275144467,agente86@empresa.com,2024-09-06,activo,6,2
87,Jorge,Mejia Martinez,42520913,asesor_servicio,3982893556,agente87@empresa.com,2023-02-14,activo,2,1
88,Paola,Arango Diaz,74508686,asesor_comercial,3042298216,agente88@empresa.com,2024-01-22,activo,7,3
89,Tatiana,Agudelo Cardona,30437291,asesor_servicio,3050539593,agente89@empresa.com,2023-01-16,activo,6,2
90,Sebastian,Bedoya Castro,60593044,asesor_servicio,3390812910,agente90@empresa.com,2023-09-02,activo,5,2
91,Maria,Hernandez Hernandez,35774513,asesor_servicio,3383138201,agente91@empresa.com,2022-03-29,inactivo,5,2
92,Paula,Castano Diaz,56162772,asesor_comercial,3859058206,agente92@empresa.com,2024-12-02,activo,7,3
93,David,Hernandez Bedoya,65642251,asesor_servicio,3738497472,agente93@empresa.com,2026-04-18,activo,2,1
94,Manuela,Giraldo Morales,24309318,asesor_servicio,3049492339,agente94@empresa.com,2025-11-12,activo,5,2
95,Andres,Agudelo Morales,32238557,asesor_comercial,3741724223,agente95@empresa.com,2024-12-05,activo,7,3
96,Paula,Giraldo Gomez,61712725,asesor_servicio,3292411001,agente96@empresa.com,2024-04-05,activo,3,1
97,Nicolas,Torres Torres,42142130,asesor_comercial,3116400402,agente97@empresa.com,2022-10-13,activo,7,3
98,Santiago,Gomez Garcia,24405811,asesor_servicio,3561849831,agente98@empresa.com,2022-02-25,activo,12,5
99,Valentina,Osorio Rojas,98946903,asesor_servicio,3950013539,agente99@empresa.com,2023-10-02,activo,4,2
100,Carlos,Molina Osorio,90343424,asesor_comercial,3289832643,agente100@empresa.com,2026-02-27,activo,9,4
101,Sofia,Martinez Hernandez,93541633,asesor_comercial,3963583751,agente101@empresa.com,2021-09-22,activo,8,3
102,Juan,Giraldo Mejia,83090466,asesor_servicio,3908577276,agente102@empresa.com,2021-06-25,activo,1,1
103,Luisa,Ramirez Lopez,47451360,asesor_servicio,3758178638,agente103@empresa.com,2026-05-08,activo,5,2
104,Natalia,Morales Vargas,19726578,asesor_servicio,3733363279,agente104@empresa.com,2023-02-28,activo,1,1
105,Sofia,Jimenez Castano,63291446,asesor_servicio,3756715443,agente105@empresa.com,2024-10-27,activo,2,1
106,Catalina,Molina Ramirez,33281882,asesor_comercial,3286955753,agente106@empresa.com,2024-08-16,activo,9,4
107,Carlos,Molina Ramirez,21467340,asesor_comercial,3546063577,agente107@empresa.com,2025-06-16,inactivo,8,3
108,Carlos,Perez Jimenez,89978004,asesor_servicio,3191704186,agente108@empresa.com,2024-06-05,activo,1,1
109,Isabella,Arango Rodriguez,91938565,asesor_servicio,3072666382,agente109@empresa.com,2021-05-29,activo,1,1
110,Andrea,Sanchez Bedoya,34131306,asesor_servicio,3091308899,agente110@empresa.com,2025-06-09,activo,5,2
111,Manuela,Quintero Rojas,32675767,asesor_servicio,3171447478,agente111@empresa.com,2023-01-27,activo,6,2
112,Santiago,Restrepo Sanchez,20129418,asesor_comercial,3120521875,agente112@empresa.com,2024-07-10,activo,10,4
113,Andres,Lopez Molina,35839583,asesor_servicio,3658243094,agente113@empresa.com,2021-11-03,inactivo,3,1
114,Isabella,Sanchez Sanchez,61534229,asesor_comercial,3179022217,agente114@empresa.com,2026-02-18,activo,9,4
115,Paula,Giraldo Agudelo,92078757,asesor_servicio,3448657221,agente115@empresa.com,2026-05-07,activo,6,2
116,Mateo,Agudelo Ramirez,89242334,asesor_comercial,3606575584,agente116@empresa.com,2025-12-04,inactivo,8,3
117,Jose,Quintero Torres,24467568,asesor_servicio,3373589733,agente117@empresa.com,2026-02-05,activo,5,2
118,Jorge,Gomez Castano,72422993,asesor_comercial,3691825557,agente118@empresa.com,2023-06-11,activo,10,4
119,Mateo,Restrepo Ramirez,42550903,asesor_comercial,3828046583,agente119@empresa.com,2023-09-07,activo,8,3
120,Laura,Arango Ortiz,77853378,asesor_servicio,3773511664,agente120@empresa.com,2024-05-08,activo,3,1
121,Maria,Cardona Diaz,88593077,asesor_servicio,3826083216,agente121@empresa.com,2022-06-19,inactivo,11,5
122,Diana,Vargas Mejia,34526590,asesor_servicio,3122042342,agente122@empresa.com,2023-08-04,activo,5,2
123,Maria,Quintero Castro,56832369,asesor_comercial,3156850523,agente123@empresa.com,2025-09-11,vacaciones,8,3
124,Valentina,Rojas Perez,33846718,asesor_servicio,3364171989,agente124@empresa.com,2021-11-13,vacaciones,3,1
125,Valentina,Sanchez Arango,31003601,asesor_comercial,3137357482,agente125@empresa.com,2021-06-16,vacaciones,9,4
126,Sebastian,Restrepo Mejia,50468864,asesor_servicio,3703518554,agente126@empresa.com,2024-04-10,activo,12,5
127,Isabella,Ramirez Lopez,23481417,asesor_servicio,3248939649,agente127@empresa.com,2025-02-08,activo,5,2
128,Julian,Mejia Vargas,12552310,asesor_servicio,3527715624,agente128@empresa.com,2025-04-07,vacaciones,4,2
129,Mateo,Giraldo Torres,40150077,asesor_servicio,3433703332,agente129@empresa.com,2023-03-27,activo,3,1
130,Valentina,Bedoya Osorio,62406188,asesor_comercial,3298703080,agente130@empresa.com,2024-09-28,activo,7,3
131,Diana,Jimenez Agudelo,27027587,asesor_servicio,3765231174,agente131@empresa.com,2023-09-03,vacaciones,4,2
132,Tatiana,Mejia Ortiz,42553168,asesor_servicio,3179123079,agente132@empresa.com,2026-05-22,activo,5,2
133,Nicolas,Ortiz Gomez,84528135,asesor_comercial,3785201771,agente133@empresa.com,2023-07-25,activo,10,4
134,Catalina,Agudelo Cardona,97557269,asesor_comercial,3388119572,agente134@empresa.com,2022-02-08,activo,7,3
135,Luis,Mejia Castano,79784995,asesor_servicio,3822788357,agente135@empresa.com,2023-03-10,inactivo,2,1
136,Carolina,Mejia Torres,81985401,asesor_servicio,3763390572,agente136@empresa.com,2022-01-18,activo,6,2
137,Tatiana,Morales Osorio,43345326,asesor_servicio,3164482211,agente137@empresa.com,2023-06-12,vacaciones,5,2
138,Daniel,Castano Mejia,91536037,asesor_servicio,3613738384,agente138@empresa.com,2023-11-07,vacaciones,4,2
139,Sofia,Molina Ramirez,68394888,asesor_servicio,3008298119,agente139@empresa.com,2021-12-30,activo,6,2
140,Isabella,Arango Hernandez,16022236,asesor_servicio,3944934696,agente140@empresa.com,2024-05-10,vacaciones,4,2
141,Luis,Agudelo Ramirez,87568173,asesor_comercial,3274906124,agente141@empresa.com,2022-02-19,activo,8,3
142,Alejandra,Ortiz Osorio,27928126,asesor_servicio,3101876553,agente142@empresa.com,2025-03-05,activo,6,2
143,Camilo,Torres Hernandez,33333461,asesor_comercial,3884956435,agente143@empresa.com,2026-04-18,activo,9,4
144,Laura,Jimenez Castro,93413572,asesor_servicio,3565452794,agente144@empresa.com,2022-07-02,vacaciones,12,5
145,Paula,Garcia Jimenez,56780114,asesor_servicio,3426527908,agente145@empresa.com,2022-04-12,activo,1,1
146,Juan,Osorio Arango,74871414,asesor_comercial,3590012364,agente146@empresa.com,2024-05-27,activo,8,3
147,Daniel,Perez Rodriguez,28836217,asesor_servicio,3541596959,agente147@empresa.com,2021-10-31,activo,12,5
148,Santiago,Sanchez Osorio,62787635,asesor_servicio,3805964867,agente148@empresa.com,2022-12-17,vacaciones,2,1
149,Natalia,Giraldo Rojas,50153967,asesor_servicio,3782569223,agente149@empresa.com,2025-11-14,activo,4,2
150,Daniel,Osorio Molina,78112472,asesor_servicio,3189446655,agente150@empresa.com,2022-10-31,inactivo,11,5
151,Tatiana,Giraldo Hernandez,75570004,asesor_servicio,3126346701,agente151@empresa.com,2021-06-23,activo,5,2
152,Felipe,Hernandez Cardona,37238261,asesor_servicio,3394202689,agente152@empresa.com,2025-03-23,activo,11,5
153,Andres,Torres Diaz,41013022,asesor_servicio,3626723205,agente153@empresa.com,2022-09-22,activo,3,1
154,Tatiana,Restrepo Jimenez,21519312,asesor_servicio,3843030651,agente154@empresa.com,2023-02-01,inactivo,3,1
155,Felipe,Castro Diaz,40254340,asesor_servicio,3918401650,agente155@empresa.com,2026-03-03,activo,2,1
156,Santiago,Castano Diaz,73971504,asesor_servicio,3711082990,agente156@empresa.com,2022-10-01,inactivo,12,5
157,Diana,Restrepo Restrepo,99316714,asesor_servicio,3440807980,agente157@empresa.com,2024-01-01,activo,6,2
158,Sofia,Agudelo Sanchez,41417548,asesor_comercial,3383681214,agente158@empresa.com,2025-06-16,activo,7,3
159,Alejandra,Diaz Jimenez,93634727,asesor_servicio,3706031216,agente159@empresa.com,2025-04-28,activo,4,2
160,Carlos,Diaz Rodriguez,72096727,asesor_servicio,3052813534,agente160@empresa.com,2023-04-23,inactivo,2,1
161,Andrea,Ramirez Giraldo,74555154,asesor_servicio,3672097746,agente161@empresa.com,2023-10-07,vacaciones,3,1
162,Felipe,Jimenez Torres,79663938,asesor_servicio,3500389279,agente162@empresa.com,2021-11-07,vacaciones,1,1
163,Paula,Rodriguez Diaz,77732540,asesor_comercial,3661678707,agente163@empresa.com,2024-12-08,activo,8,3
164,Tatiana,Vargas Agudelo,81434731,asesor_servicio,3008504904,agente164@empresa.com,2025-03-27,activo,1,1
165,Jose,Martinez Gomez,10572041,asesor_servicio,3417610360,agente165@empresa.com,2023-07-25,vacaciones,11,5
166,Carlos,Perez Ortiz,47805176,asesor_servicio,3530290856,agente166@empresa.com,2024-09-17,vacaciones,1,1
167,David,Torres Quintero,23632076,asesor_servicio,3078024838,agente167@empresa.com,2024-04-02,activo,6,2
168,Luis,Agudelo Hernandez,90943098,asesor_comercial,3649453405,agente168@empresa.com,2022-08-05,activo,10,4
169,Ana,Rojas Sanchez,32798599,asesor_servicio,3568410077,agente169@empresa.com,2022-08-26,activo,4,2
170,Maria,Arango Mejia,74994722,asesor_servicio,3530224476,agente170@empresa.com,2026-02-25,activo,5,2
171,Ana,Ortiz Vargas,79216029,asesor_servicio,3827280920,agente171@empresa.com,2023-10-25,inactivo,4,2
172,Isabella,Osorio Morales,41267453,asesor_comercial,3772738308,agente172@empresa.com,2023-11-04,activo,8,3
173,Maria,Bedoya Perez,92367250,asesor_servicio,3943022434,agente173@empresa.com,2025-01-07,inactivo,3,1
174,Valentina,Hernandez Hernandez,70182860,asesor_servicio,3451382547,agente174@empresa.com,2023-11-16,activo,5,2
175,Juan,Rojas Ramirez,63609419,asesor_servicio,3014001013,agente175@empresa.com,2021-10-05,activo,2,1
176,David,Lopez Castano,75800731,asesor_comercial,3710023459,agente176@empresa.com,2023-05-02,activo,8,3
177,Tatiana,Giraldo Garcia,53246388,asesor_servicio,3892579731,agente177@empresa.com,2022-04-13,vacaciones,3,1
178,Kevin,Restrepo Castro,96955654,asesor_servicio,3241796372,agente178@empresa.com,2025-07-23,vacaciones,4,2
179,Jose,Rodriguez Bedoya,41294382,asesor_servicio,3444666713,agente179@empresa.com,2025-08-24,vacaciones,4,2
180,Camilo,Morales Gomez,59259489,asesor_servicio,3833018776,agente180@empresa.com,2024-09-11,activo,3,1
181,Paola,Cardona Ortiz,67929821,asesor_servicio,3026618621,agente181@empresa.com,2021-04-23,activo,12,5
182,Paula,Lopez Jimenez,34617801,asesor_servicio,3130384194,agente182@empresa.com,2023-02-24,activo,1,1
183,Yuliana,Cardona Cardona,64269400,asesor_comercial,3361454662,agente183@empresa.com,2025-05-08,activo,8,3
184,Luisa,Castro Garcia,59124773,asesor_servicio,3153496237,agente184@empresa.com,2022-04-27,activo,5,2
185,Mateo,Cardona Morales,57817228,asesor_servicio,3130178355,agente185@empresa.com,2021-08-05,vacaciones,6,2
186,Paola,Rojas Vargas,20582553,asesor_comercial,3957060167,agente186@empresa.com,2023-11-19,activo,9,4
187,Sara,Quintero Castro,45310266,asesor_comercial,3742424818,agente187@empresa.com,2025-04-16,activo,9,4
188,Mateo,Vargas Lopez,12107005,asesor_comercial,3560793049,agente188@empresa.com,2021-12-09,vacaciones,8,3
189,Valentina,Cardona Bedoya,25575875,asesor_servicio,3788406446,agente189@empresa.com,2025-10-07,activo,5,2
190,David,Torres Restrepo,35559231,asesor_servicio,3885656078,agente190@empresa.com,2022-10-27,activo,1,1
191,Yuliana,Ortiz Bedoya,25899736,asesor_servicio,3686167644,agente191@empresa.com,2022-05-20,vacaciones,3,1
192,Jorge,Jimenez Bedoya,97847755,asesor_comercial,3374100238,agente192@empresa.com,2026-02-28,activo,8,3
193,David,Garcia Sanchez,23925300,asesor_servicio,3441542758,agente193@empresa.com,2022-07-14,vacaciones,2,1
194,Paula,Hernandez Sanchez,87522690,asesor_servicio,3515294471,agente194@empresa.com,2021-11-03,inactivo,2,1
195,Manuela,Torres Ortiz,98080689,asesor_comercial,3316423108,agente195@empresa.com,2025-12-03,activo,8,3
196,Laura,Agudelo Castro,68491039,asesor_comercial,3727465456,agente196@empresa.com,2024-02-24,activo,10,4
197,Andres,Osorio Rojas,77459650,asesor_servicio,3217578794,agente197@empresa.com,2022-07-23,activo,1,1
198,Nicolas,Molina Cardona,82036574,asesor_servicio,3497999515,agente198@empresa.com,2026-01-13,vacaciones,1,1
199,Valentina,Hernandez Ortiz,65658544,asesor_servicio,3643331989,agente199@empresa.com,2025-11-02,activo,12,5
200,Mateo,Quintero Hernandez,44698908,asesor_servicio,3977364790,agente200@empresa.com,2024-07-21,inactivo,6,2
201,Luisa,Rodriguez Ortiz,17331906,asesor_comercial,3088158036,agente201@empresa.com,2023-09-28,activo,8,3
202,Luisa,Castro Castro,97677267,asesor_comercial,3753774164,agente202@empresa.com,2023-04-19,inactivo,7,3
203,Alejandra,Morales Giraldo,64361019,asesor_servicio,3869563677,agente203@empresa.com,2023-07-18,vacaciones,1,1
204,Carolina,Gomez Rojas,18454082,asesor_servicio,3079451882,agente204@empresa.com,2025-02-18,activo,5,2
205,David,Rodriguez Torres,52251564,asesor_servicio,3961542880,agente205@empresa.com,2026-01-29,vacaciones,2,1
206,Nicolas,Garcia Arango,96427066,asesor_servicio,3565750525,agente206@empresa.com,2026-01-22,activo,2,1
207,Maria,Jimenez Quintero,56794136,asesor_comercial,3822639686,agente207@empresa.com,2024-09-20,inactivo,7,3
208,Maria,Ortiz Jimenez,43217178,asesor_servicio,3696173842,agente208@empresa.com,2025-04-16,vacaciones,5,2
209,Andres,Vargas Cardona,88882316,asesor_servicio,3637767847,agente209@empresa.com,2023-02-04,activo,4,2
210,Sara,Torres Giraldo,73022645,asesor_comercial,3785807389,agente210@empresa.com,2024-07-26,inactivo,8,3
211,Luisa,Ortiz Cardona,14967160,asesor_comercial,3169111172,agente211@empresa.com,2025-08-05,activo,9,4
212,Camilo,Rodriguez Rodriguez,90741226,asesor_servicio,3643249482,agente212@empresa.com,2022-08-22,inactivo,4,2
213,Laura,Hernandez Morales,95641739,asesor_servicio,3387765316,agente213@empresa.com,2024-05-13,activo,12,5
214,Daniel,Osorio Arango,29605373,asesor_servicio,3328237287,agente214@empresa.com,2021-10-26,activo,1,1
215,Luisa,Lopez Vargas,56535646,asesor_servicio,3468529211,agente215@empresa.com,2021-10-05,activo,5,2
216,Carlos,Jimenez Diaz,46660833,asesor_servicio,3340286393,agente216@empresa.com,2023-08-15,inactivo,6,2
217,Diana,Lopez Perez,20424027,asesor_comercial,3231176777,agente217@empresa.com,2023-04-10,vacaciones,7,3
218,Laura,Giraldo Hernandez,85581911,asesor_servicio,3477811820,agente218@empresa.com,2023-01-05,inactivo,1,1
219,Natalia,Torres Morales,66248446,asesor_servicio,3463182070,agente219@empresa.com,2022-08-23,activo,4,2
220,Manuela,Giraldo Quintero,91810430,asesor_servicio,3527840666,agente220@empresa.com,2022-07-10,activo,6,2
221,Jorge,Sanchez Hernandez,59209579,asesor_servicio,3878369548,agente221@empresa.com,2021-05-30,activo,5,2
222,Yuliana,Martinez Restrepo,79114039,asesor_servicio,3976912845,agente222@empresa.com,2022-09-09,activo,6,2
223,Luisa,Mejia Lopez,57125993,asesor_servicio,3414703165,agente223@empresa.com,2022-02-20,activo,12,5
224,Manuela,Ramirez Rojas,57318933,asesor_servicio,3010824246,agente224@empresa.com,2023-12-26,activo,4,2
225,Sebastian,Osorio Agudelo,52543790,asesor_comercial,3160867936,agente225@empresa.com,2024-10-26,inactivo,9,4
226,Luis,Osorio Molina,86476511,asesor_servicio,3097562529,agente226@empresa.com,2023-02-12,activo,6,2
227,Carlos,Cardona Castro,70838020,asesor_servicio,3695693527,agente227@empresa.com,2023-09-25,activo,4,2
228,Juan,Lopez Jimenez,45837367,asesor_servicio,3766452803,agente228@empresa.com,2022-05-29,vacaciones,5,2
229,Paola,Morales Castro,44332935,asesor_servicio,3337211319,agente229@empresa.com,2025-01-31,activo,4,2
230,Andrea,Morales Osorio,68741357,asesor_servicio,3380520980,agente230@empresa.com,2022-03-15,inactivo,4,2
231,Andres,Castro Martinez,10207856,asesor_comercial,3257817424,agente231@empresa.com,2024-10-04,activo,7,3
232,Tatiana,Torres Bedoya,34956784,asesor_comercial,3460305428,agente232@empresa.com,2023-02-02,activo,8,3
233,Carlos,Rojas Castano,50676202,asesor_servicio,3874253623,agente233@empresa.com,2021-06-19,activo,3,1
234,Isabella,Ramirez Rojas,73326769,asesor_servicio,3163330681,agente234@empresa.com,2022-08-24,activo,5,2
235,Sara,Hernandez Hernandez,32790465,asesor_servicio,3092808235,agente235@empresa.com,2026-03-27,activo,1,1
236,Paola,Bedoya Restrepo,32235507,asesor_servicio,3183033817,agente236@empresa.com,2025-03-15,activo,2,1
237,Sara,Hernandez Molina,73616268,asesor_servicio,3153618486,agente237@empresa.com,2024-05-27,activo,2,1
238,Diana,Osorio Martinez,94999284,asesor_comercial,3635493012,agente238@empresa.com,2021-07-01,inactivo,7,3
239,Felipe,Restrepo Restrepo,56485018,asesor_servicio,3057522637,agente239@empresa.com,2022-02-17,activo,1,1
